@relation sine1g

@attribute X numeric
@attribute Y numeric
@attribute C {FALSE,TRUE}

@data
0.051325,0.008745,FALSE
0.340714,0.40515,TRUE
0.292993,0.004559,FALSE
0.919079,0.893045,FALSE
0.209663,0.001255,FALSE
0.959089,0.99191,FALSE
0.675087,0.21381,FALSE
0.141202,0.294972,TRUE
0.026806,0.026465,FALSE
0.660421,0.621575,FALSE
0.928291,0.375866,TRUE
0.778756,0.725064,FALSE
0.799281,0.716811,TRUE
0.1312,0.235809,TRUE
0.343523,0.325145,TRUE
0.608159,0.845617,TRUE
0.571684,0.188196,FALSE
0.601143,0.903806,TRUE
0.784091,0.363577,TRUE
0.956527,0.822331,TRUE
0.179319,0.145449,FALSE
0.973489,0.862289,TRUE
0.68645,0.336629,FALSE
0.006207,0.763051,FALSE
0.892308,0.047478,FALSE
0.875548,0.86702,FALSE
0.624175,0.46463,FALSE
0.18458,0.270938,TRUE
0.78256,0.531102,FALSE
0.030771,0.394138,FALSE
0.688357,0.415857,TRUE
0.651334,0.950976,TRUE
0.570813,0.128817,FALSE
0.31781,0.424013,TRUE
0.919314,0.703,FALSE
0.705786,0.732536,TRUE
0.087845,0.056962,FALSE
0.695821,0.796576,TRUE
0.711484,0.329589,FALSE
0.625097,0.957936,FALSE
0.816354,0.564774,TRUE
0.014738,0.581544,FALSE
0.931311,0.67327,FALSE
0.06735,0.080061,TRUE
0.782263,0.341016,FALSE
0.135852,0.995302,FALSE
0.360428,0.084113,FALSE
0.401975,0.828489,FALSE
0.289779,0.232318,FALSE
0.139702,0.569307,TRUE
0.911094,0.686828,FALSE
0.172904,0.870278,TRUE
0.218186,0.152939,FALSE
0.316079,0.829841,TRUE
0.41466,0.145898,FALSE
0.511674,0.836515,TRUE
0.307223,0.266073,FALSE
0.76568,0.801501,FALSE
0.314642,0.078146,FALSE
0.094093,0.462274,TRUE
0.820545,0.4309,FALSE
0.969175,0.861206,TRUE
0.453413,0.318031,FALSE
0.994275,0.92787,TRUE
0.867017,0.032357,TRUE
0.618004,0.855341,FALSE
0.287228,0.0167,FALSE
0.919149,0.985899,FALSE
0.244075,0.166753,FALSE
0.601371,0.838337,TRUE
0.616381,0.358116,FALSE
0.662249,0.661628,TRUE
0.565058,0.522789,FALSE
0.75735,0.937754,TRUE
0.178506,0.173819,FALSE
0.079715,0.730289,FALSE
0.542502,0.247133,FALSE
0.408186,0.928873,TRUE
0.028301,0.027499,FALSE
0.220717,0.525233,TRUE
0.190082,0.130041,FALSE
0.364233,0.929078,TRUE
0.299852,0.238657,FALSE
0.510152,0.842633,TRUE
0.908897,0.171868,FALSE
0.859422,0.9829,TRUE
0.144579,0.079319,TRUE
0.87466,0.938761,TRUE
0.336478,0.298578,FALSE
0.497609,0.733421,FALSE
0.687122,0.094415,TRUE
0.284178,0.283035,TRUE
0.291887,0.144719,FALSE
0.253827,0.680303,TRUE
0.75229,0.681329,FALSE
0.359046,0.636832,TRUE
0.702196,0.355641,FALSE
0.538111,0.54488,TRUE
0.439565,0.042841,FALSE
0.808221,0.771637,TRUE
0.333172,0.025403,FALSE
0.523997,0.874782,FALSE
0.797229,0.130467,FALSE
0.302663,0.724008,TRUE
0.87407,0.605321,FALSE
0.870162,0.907376,TRUE
0.906672,0.54051,FALSE
0.025767,0.205639,FALSE
0.966814,0.373626,FALSE
0.624342,0.743053,TRUE
0.204778,0.067983,FALSE
0.454059,0.682396,TRUE
0.151014,0.051642,TRUE
0.071864,0.193245,TRUE
0.603169,0.078879,FALSE
0.962787,0.898365,FALSE
0.154502,0.024712,FALSE
0.979945,0.906345,FALSE
0.586332,0.393381,FALSE
0.850705,0.993784,TRUE
0.445075,0.006251,FALSE
0.579052,0.576084,TRUE
0.045373,0.002518,TRUE
0.700864,0.738801,FALSE
0.97441,0.621909,FALSE
0.30622,0.805246,TRUE
0.307661,0.055516,FALSE
0.473758,0.832248,FALSE
0.667594,0.52251,FALSE
0.13965,0.868,TRUE
0.086852,0.045448,FALSE
0.211311,0.355426,TRUE
0.24037,0.11144,FALSE
0.073506,0.76769,TRUE
0.857135,0.338719,FALSE
0.387418,0.919532,TRUE
0.671698,0.420863,FALSE
0.451739,0.905449,TRUE
0.162774,0.032917,FALSE
0.863006,0.841751,TRUE
0.675244,0.364997,FALSE
0.513891,0.954986,TRUE
0.428141,0.129494,TRUE
0.499241,0.481916,TRUE
0.980776,0.676386,FALSE
0.804443,0.86426,TRUE
0.010974,0.003575,FALSE
0.775399,0.965615,TRUE
0.514097,0.143523,FALSE
0.339304,0.81022,TRUE
0.066871,0.038249,FALSE
0.967372,0.930072,TRUE
0.706357,0.146761,FALSE
0.984776,0.889706,FALSE
0.169894,0.154918,FALSE
0.761047,0.85953,TRUE
0.514444,0.194763,FALSE
0.166073,0.51983,TRUE
0.805883,0.09734,FALSE
0.006815,0.254087,FALSE
0.565363,0.135232,FALSE
0.137483,0.269847,TRUE
0.440172,0.018307,FALSE
0.336797,0.538158,TRUE
0.570039,0.176341,FALSE
0.618922,0.947725,FALSE
0.940665,0.413806,TRUE
0.534499,0.778144,TRUE
0.051847,0.015623,FALSE
0.739865,0.870057,TRUE
0.917045,0.511719,FALSE
0.143543,0.321287,TRUE
0.93554,0.695011,FALSE
0.877929,0.974421,TRUE
0.778207,0.020202,FALSE
0.794469,0.850097,TRUE
0.518176,0.114639,FALSE
0.128125,0.44136,TRUE
0.905231,0.329961,FALSE
0.722663,0.821031,TRUE
0.712825,0.428078,FALSE
0.812477,0.920313,TRUE
0.822004,0.093953,TRUE
0.751647,0.936769,TRUE
0.822574,0.055678,FALSE
0.00576,0.801172,TRUE
0.323645,0.181024,TRUE
0.826352,0.868755,FALSE
0.319939,0.311215,FALSE
0.187827,0.30947,TRUE
0.415624,0.39499,FALSE
0.547105,0.687988,TRUE
0.205315,0.088985,FALSE
0.731608,0.811521,TRUE
0.991152,0.188188,FALSE
0.691386,0.736177,TRUE
0.299682,0.182066,FALSE
0.838834,0.951407,FALSE
0.669893,0.461661,FALSE
0.04062,0.439835,TRUE
0.105806,0.026486,FALSE
0.512449,0.508623,TRUE
0.583975,0.393382,FALSE
0.356348,0.765188,TRUE
0.333338,0.213719,FALSE
0.848159,0.813929,TRUE
0.819664,0.576947,FALSE
0.365439,0.773886,TRUE
0.479932,0.314258,FALSE
0.795235,0.745275,TRUE
0.187667,0.065386,FALSE
0.952958,0.90867,TRUE
0.548466,0.164542,FALSE
0.568899,0.9143,TRUE
0.021557,0.010386,FALSE
0.494801,0.502666,FALSE
0.60915,0.014069,FALSE
0.6293,0.913874,TRUE
0.942288,0.163235,FALSE
0.727301,0.922847,TRUE
0.205439,0.026945,FALSE
0.009302,0.376989,TRUE
0.953977,0.760198,FALSE
0.001362,0.965655,TRUE
0.430849,0.055002,FALSE
0.003511,0.471348,TRUE
0.039264,0.017895,FALSE
0.642183,0.675961,TRUE
0.93194,0.352552,FALSE
0.152084,0.917218,TRUE
0.41707,0.009133,FALSE
0.461753,0.487095,TRUE
0.861651,0.053583,FALSE
0.331913,0.341613,TRUE
0.847888,0.599758,FALSE
0.167242,0.897224,TRUE
0.34888,0.19333,FALSE
0.966302,0.910138,TRUE
0.47465,0.395743,FALSE
0.086437,0.671548,TRUE
0.323997,0.155225,TRUE
0.574753,0.714933,TRUE
0.58211,0.242051,FALSE
0.686868,0.792615,FALSE
0.157732,0.007041,FALSE
0.605042,0.989379,TRUE
0.4014,0.328638,FALSE
0.747791,0.801143,FALSE
0.148484,0.051696,FALSE
0.792155,0.847957,TRUE
0.118364,0.103761,FALSE
0.034182,0.486843,TRUE
0.34951,0.138042,FALSE
0.157712,0.289668,TRUE
0.83888,0.222853,FALSE
0.341968,0.879145,TRUE
0.934349,0.017817,FALSE
0.362758,0.813644,FALSE
0.193726,0.174133,FALSE
0.988825,0.943606,TRUE
0.631824,0.346485,FALSE
0.617242,0.896138,TRUE
0.507283,0.470089,FALSE
0.639242,0.932541,TRUE
0.671778,0.532698,FALSE
0.001517,0.743887,TRUE
0.162634,0.13211,FALSE
0.691232,0.753576,TRUE
0.657411,0.264878,FALSE
0.916294,0.910626,TRUE
0.320551,0.064592,TRUE
0.932602,0.907593,TRUE
0.305935,0.003046,FALSE
0.230933,0.347053,TRUE
0.228907,0.125294,FALSE
0.412556,0.941989,TRUE
0.461182,0.304172,FALSE
0.403155,0.676368,TRUE
0.913861,0.131735,FALSE
0.540971,0.88036,TRUE
0.989193,0.084503,FALSE
0.363118,0.817384,TRUE
0.306499,0.203197,FALSE
0.128311,0.172869,TRUE
0.183352,0.089641,FALSE
0.702701,0.662654,TRUE
0.499468,0.300624,FALSE
0.565558,0.972535,TRUE
0.665725,0.251884,FALSE
0.209511,0.423783,TRUE
0.618576,0.553667,TRUE
0.155263,0.53164,TRUE
0.07753,0.063706,FALSE
0.45209,0.804252,TRUE
0.235383,0.058403,FALSE
0.423198,0.842708,TRUE
0.611571,0.06405,FALSE
0.342881,0.915114,TRUE
0.044744,0.037885,FALSE
0.431249,0.863163,TRUE
0.844119,0.180968,FALSE
0.744679,0.727694,TRUE
0.560216,0.285676,FALSE
0.796817,0.926287,TRUE
0.685673,0.426207,FALSE
0.407399,0.510967,TRUE
0.484977,0.176152,FALSE
0.915337,0.93205,TRUE
0.948635,0.468626,FALSE
0.286928,0.857215,TRUE
0.633843,0.280235,FALSE
0.003926,0.662163,TRUE
0.511458,0.213031,FALSE
0.280601,0.839711,TRUE
0.161611,0.09609,FALSE
0.062471,0.955168,TRUE
0.84487,0.582315,FALSE
0.568819,0.611139,TRUE
0.455575,0.149958,FALSE
0.639099,0.97308,TRUE
0.511013,0.373685,FALSE
0.84775,0.985496,TRUE
0.407499,0.355726,FALSE
0.984284,0.958172,TRUE
0.829761,0.320768,FALSE
0.768672,0.807902,TRUE
0.183761,0.126369,FALSE
0.400835,0.585078,TRUE
0.612749,0.517781,FALSE
0.962423,0.937295,TRUE
0.6358,0.246549,FALSE
0.059969,0.616144,TRUE
0.355098,0.133672,FALSE
0.323177,0.407436,TRUE
0.999778,0.589107,FALSE
0.635611,0.693527,TRUE
0.70877,0.468683,FALSE
0.481681,0.921369,TRUE
0.892505,0.744238,FALSE
0.307722,0.608617,TRUE
0.733891,0.552655,FALSE
0.779977,0.866593,TRUE
0.431887,0.322617,FALSE
0.587543,0.667401,TRUE
0.29211,0.151315,FALSE
0.480907,0.773046,TRUE
0.381249,0.151811,FALSE
0.331584,0.721002,TRUE
0.830701,0.702711,FALSE
0.633972,0.817682,TRUE
0.338095,0.127974,FALSE
0.100106,0.629683,TRUE
0.003956,0.000586,FALSE
0.425827,0.414743,TRUE
0.467532,0.08701,FALSE
0.21451,0.693943,TRUE
0.531384,0.33246,FALSE
0.582455,0.794662,TRUE
0.531011,0.211655,FALSE
0.466067,0.712271,TRUE
0.996197,0.158296,FALSE
0.980719,0.866054,TRUE
0.936906,0.507759,FALSE
0.400878,0.432058,TRUE
0.94157,0.368738,FALSE
0.139337,0.549515,TRUE
0.373613,0.199494,FALSE
0.92776,0.823327,TRUE
0.167396,0.161675,FALSE
0.458869,0.781997,TRUE
0.764363,0.382354,FALSE
0.347747,0.397804,TRUE
0.375198,0.023403,FALSE
0.519293,0.547584,TRUE
0.662469,0.590784,FALSE
0.718359,0.973865,TRUE
0.977628,0.086283,FALSE
0.592004,0.914331,TRUE
0.60047,0.48177,FALSE
0.94752,0.914735,TRUE
0.490081,0.083862,FALSE
0.112861,0.394929,TRUE
0.152747,0.004137,FALSE
0.236807,0.395291,TRUE
0.454736,0.047965,FALSE
0.268399,0.754655,TRUE
0.239277,0.172912,FALSE
0.354346,0.545966,TRUE
0.62766,0.454353,FALSE
0.328047,0.373392,TRUE
0.772021,0.048874,FALSE
0.151488,0.873571,TRUE
0.92764,0.348673,FALSE
0.033865,0.515828,TRUE
0.299874,0.253257,FALSE
0.006962,0.045199,TRUE
0.167098,0.048942,FALSE
0.834459,0.825584,TRUE
0.939999,0.673501,FALSE
0.162679,0.435531,TRUE
0.546157,0.193867,FALSE
0.526141,0.950006,TRUE
0.129823,0.036736,FALSE
0.17799,0.959579,TRUE
0.234719,0.232007,FALSE
0.348358,0.705397,TRUE
0.345745,0.028556,FALSE
0.246038,0.660766,TRUE
0.61279,0.384503,FALSE
0.226957,0.600508,TRUE
0.563778,0.295621,FALSE
0.543648,0.587187,TRUE
0.159583,0.045446,FALSE
0.201061,0.428793,TRUE
0.840104,0.027012,FALSE
0.95422,0.834462,TRUE
0.842935,0.002471,FALSE
0.738733,0.742155,TRUE
0.506013,0.373217,FALSE
0.258055,0.273568,TRUE
0.677675,0.560194,FALSE
0.11389,0.51303,TRUE
0.726939,0.383203,FALSE
0.081992,0.184003,TRUE
0.247349,0.001486,FALSE
0.331893,0.396568,TRUE
0.769687,0.435578,FALSE
0.568963,0.632122,TRUE
0.63478,0.419703,FALSE
0.59601,0.83421,TRUE
0.731562,0.610032,FALSE
0.019906,0.253953,TRUE
0.892839,0.211072,FALSE
0.167869,0.950712,TRUE
0.966772,0.808252,FALSE
0.74212,0.731405,TRUE
0.473187,0.055449,FALSE
0.619425,0.763526,TRUE
0.013171,0.00749,FALSE
0.832867,0.943942,TRUE
0.571812,0.537565,FALSE
0.441268,0.662827,TRUE
0.384745,0.364004,FALSE
0.728653,0.832688,TRUE
0.963064,0.148514,FALSE
0.091882,0.620845,TRUE
0.443609,0.201018,FALSE
0.474464,0.72361,TRUE
0.853053,0.709709,FALSE
0.75141,0.850135,TRUE
0.194345,0.156488,FALSE
0.375214,0.819565,TRUE
0.835865,0.646417,FALSE
0.561726,0.552653,TRUE
0.699965,0.139713,FALSE
0.847491,0.947041,TRUE
0.244263,0.166026,FALSE
0.12375,0.712813,TRUE
0.53412,0.064307,FALSE
0.294811,0.950862,TRUE
0.217525,0.079882,FALSE
0.571166,0.75262,TRUE
0.919156,0.154475,FALSE
0.622105,0.962973,TRUE
0.224116,0.127751,FALSE
0.116036,0.941884,TRUE
0.504167,0.304018,FALSE
0.214396,0.275247,TRUE
0.554266,0.2641,FALSE
0.486305,0.699146,TRUE
0.886899,0.299865,FALSE
0.403492,0.59555,TRUE
0.236178,0.179644,FALSE
0.673621,0.731737,TRUE
0.603435,0.17127,FALSE
0.009282,0.867595,TRUE
0.282215,0.014334,FALSE
0.786976,0.730324,TRUE
0.115199,0.041229,FALSE
0.590529,0.694756,TRUE
0.767194,0.080445,FALSE
0.645305,0.906113,TRUE
0.80968,0.585738,FALSE
0.540953,0.697416,TRUE
0.459739,0.404581,FALSE
0.666672,0.882573,TRUE
0.335324,0.074961,FALSE
0.430569,0.963133,TRUE
0.331473,0.050397,FALSE
0.619647,0.960609,TRUE
0.890695,0.313188,FALSE
0.138514,0.237462,TRUE
0.371471,0.338494,FALSE
0.904094,0.908675,TRUE
0.128395,0.109357,FALSE
0.290472,0.327766,TRUE
0.536769,0.211638,FALSE
0.951658,0.984356,TRUE
0.564621,0.477228,FALSE
0.992593,0.969666,TRUE
0.38999,0.37027,FALSE
0.841931,0.768542,TRUE
0.077701,0.005997,FALSE
0.793511,0.993542,TRUE
0.375724,0.157643,FALSE
0.643052,0.744097,TRUE
0.891126,0.464983,FALSE
0.693495,0.676682,TRUE
0.762942,0.195949,FALSE
0.179018,0.46426,TRUE
0.775041,0.43281,FALSE
0.353643,0.837744,TRUE
0.415847,0.171557,FALSE
0.763652,0.901734,TRUE
0.886288,0.608413,FALSE
0.174759,0.547977,TRUE
0.994879,0.750559,FALSE
0.423213,0.845267,TRUE
0.387502,0.304734,FALSE
0.10563,0.602321,TRUE
0.103256,0.065436,FALSE
0.364318,0.466194,TRUE
0.718321,0.232554,FALSE
0.08791,0.378198,TRUE
0.392932,0.236028,FALSE
0.247756,0.432223,TRUE
0.979786,0.063701,FALSE
0.899106,0.996026,TRUE
0.521075,0.302745,FALSE
0.51324,0.994149,TRUE
0.777174,0.093574,FALSE
0.895932,0.903385,TRUE
0.09086,0.033414,FALSE
0.510478,0.627003,TRUE
0.903893,0.662023,FALSE
0.822036,0.882673,TRUE
0.011214,0.006447,FALSE
0.699502,0.76671,TRUE
0.303875,0.066939,FALSE
0.142009,0.864191,TRUE
0.998647,0.730466,FALSE
0.914821,0.987612,TRUE
0.70914,0.27824,FALSE
0.281373,0.394812,TRUE
0.257266,0.133806,FALSE
0.402051,0.482175,TRUE
0.831272,0.540848,FALSE
0.574016,0.766612,TRUE
0.683465,0.60159,FALSE
0.712554,0.972381,TRUE
0.229026,0.05027,FALSE
0.421893,0.542807,TRUE
0.510978,0.438598,FALSE
0.443676,0.592161,TRUE
0.715153,0.313649,FALSE
0.736428,0.68344,TRUE
0.026841,0.02641,FALSE
0.57003,0.56566,TRUE
0.508184,0.025376,FALSE
0.003044,0.744326,TRUE
0.027612,0.002774,FALSE
0.521371,0.966322,TRUE
0.52886,0.19555,FALSE
0.527878,0.98532,TRUE
0.508,0.104296,FALSE
0.572533,0.960857,TRUE
0.432257,0.248466,FALSE
0.283204,0.708231,TRUE
0.499816,0.136157,FALSE
0.240153,0.944488,TRUE
0.609678,0.461857,FALSE
0.43718,0.646039,TRUE
0.591552,0.112466,FALSE
0.593718,0.604333,TRUE
0.014729,0.003903,FALSE
0.576102,0.71991,TRUE
0.872828,0.49736,FALSE
0.805832,0.873335,TRUE
0.617803,0.048976,FALSE
0.393098,0.99871,TRUE
0.66778,0.518056,FALSE
0.234845,0.852829,TRUE
0.236239,0.040243,FALSE
0.183214,0.953564,TRUE
0.175523,0.071539,FALSE
0.152904,0.819242,TRUE
0.892875,0.130804,FALSE
0.046363,0.505777,TRUE
0.776224,0.265436,FALSE
0.722508,0.786671,TRUE
0.621221,0.085524,FALSE
0.869019,0.84602,TRUE
0.08327,0.025444,FALSE
0.971958,0.903289,TRUE
0.261742,0.085739,FALSE
0.48225,0.896197,TRUE
0.976901,0.74608,FALSE
0.133184,0.31989,TRUE
0.130411,0.085545,FALSE
0.083391,0.362011,TRUE
0.954093,0.257868,FALSE
0.694803,0.83592,TRUE
0.504998,0.366831,FALSE
0.515554,0.636753,TRUE
0.290498,0.015854,FALSE
0.645734,0.900243,TRUE
0.933557,0.040444,FALSE
0.004097,0.491521,TRUE
0.152748,0.039525,FALSE
0.704181,0.780156,TRUE
0.352335,0.217824,FALSE
0.159592,0.986631,TRUE
0.780866,0.518717,FALSE
0.50901,0.507033,TRUE
0.740226,0.158465,FALSE
0.000743,0.225598,TRUE
0.423942,0.062086,FALSE
0.406467,0.761429,TRUE
0.43956,0.119839,FALSE
0.858794,0.794921,TRUE
0.995446,0.342227,FALSE
0.046099,0.621268,TRUE
0.563023,0.503847,FALSE
0.698261,0.984585,TRUE
0.582197,0.297774,FALSE
0.147596,0.394678,TRUE
0.799311,0.125705,FALSE
0.829727,0.772623,TRUE
0.916173,0.737622,FALSE
0.339142,0.887913,TRUE
0.413074,0.400635,FALSE
0.887587,0.96321,TRUE
0.347359,0.04281,FALSE
0.646084,0.867242,TRUE
0.34093,0.326851,FALSE
0.409609,0.71104,TRUE
0.029634,0.011154,FALSE
0.744422,0.790274,TRUE
0.883464,0.296879,FALSE
0.00855,0.915528,TRUE
0.533992,0.467993,FALSE
0.50424,0.878362,TRUE
0.733275,0.159352,FALSE
0.105093,0.429603,TRUE
0.605803,0.116408,FALSE
0.294116,0.478663,TRUE
0.533816,0.081675,FALSE
0.239059,0.945477,TRUE
0.411418,0.333531,FALSE
0.24941,0.920499,TRUE
0.541942,0.408473,FALSE
0.829324,0.817402,TRUE
0.755954,0.089835,FALSE
0.82412,0.973799,TRUE
0.886234,0.406581,FALSE
0.194972,0.98623,TRUE
0.110964,0.03891,FALSE
0.005588,0.907878,TRUE
0.998626,0.095538,FALSE
0.855411,0.827972,TRUE
0.60363,0.278546,FALSE
0.126343,0.866698,TRUE
0.572126,0.092793,FALSE
0.588474,0.987652,TRUE
0.99724,0.458634,FALSE
0.708018,0.7472,TRUE
0.51015,0.183148,FALSE
0.469537,0.882905,TRUE
0.779552,0.596899,FALSE
0.788151,0.731477,TRUE
0.067367,0.013196,FALSE
0.791131,0.963358,TRUE
0.210007,0.154644,FALSE
0.779022,0.87866,TRUE
0.854198,0.199887,FALSE
0.973792,0.85426,TRUE
0.542701,0.4149,FALSE
0.959105,0.893204,TRUE
0.959078,0.03621,FALSE
0.07219,0.469202,TRUE
0.108128,0.06873,FALSE
0.710575,0.730663,TRUE
0.685431,0.517491,FALSE
0.592267,0.966463,TRUE
0.741034,0.257731,FALSE
0.954931,0.840508,TRUE
0.498221,0.439597,FALSE
0.040359,0.486118,TRUE
0.669543,0.039236,FALSE
0.264476,0.302335,TRUE
0.470588,0.060341,FALSE
0.084963,0.416621,TRUE
0.552073,0.41783,FALSE
0.361544,0.701424,TRUE
0.945345,0.057571,FALSE
0.470687,0.976046,TRUE
0.323314,0.19772,FALSE
0.258299,0.319268,TRUE
0.70484,0.556462,FALSE
0.653924,0.774747,TRUE
0.448034,0.140661,FALSE
0.810528,0.794017,TRUE
0.308918,0.282309,FALSE
0.275956,0.763269,TRUE
0.62779,0.267307,FALSE
0.540924,0.787342,TRUE
0.1914,0.155911,FALSE
0.696322,0.754106,TRUE
0.054401,0.015498,FALSE
0.48172,0.653152,TRUE
0.052429,0.030203,FALSE
0.633694,0.869369,TRUE
0.787941,0.605727,FALSE
0.109526,0.534109,TRUE
0.05846,0.055274,FALSE
0.25738,0.384109,TRUE
0.663877,0.134912,FALSE
0.839687,0.823976,TRUE
0.299348,0.047313,FALSE
0.274538,0.854647,TRUE
0.163184,0.07915,FALSE
0.034083,0.77419,TRUE
0.095779,0.077341,FALSE
0.823062,0.805753,TRUE
0.399247,0.048812,FALSE
0.985435,0.961316,TRUE
0.894072,0.405518,FALSE
0.632091,0.591173,TRUE
0.533018,0.137853,FALSE
0.741597,0.895735,TRUE
0.74422,0.176484,FALSE
0.310462,0.686625,TRUE
0.547197,0.024986,FALSE
0.79365,0.722862,TRUE
0.337309,0.133694,FALSE
0.830916,0.779487,TRUE
0.837831,0.085415,FALSE
0.309671,0.500695,TRUE
0.33581,0.06472,FALSE
0.807435,0.984443,TRUE
0.578203,0.268018,FALSE
0.725025,0.835948,TRUE
0.091427,0.021574,FALSE
0.030807,0.860094,TRUE
0.158988,0.14681,FALSE
0.94643,0.899747,TRUE
0.019302,0.007912,FALSE
0.824164,0.801646,TRUE
0.220657,0.187407,FALSE
0.077625,0.495956,TRUE
0.735249,0.503431,FALSE
0.491473,0.712306,TRUE
0.259188,0.158382,FALSE
0.021081,0.800172,TRUE
0.084781,0.029576,FALSE
0.923877,0.964492,TRUE
0.167618,0.0203,FALSE
0.432952,0.561816,TRUE
0.728672,0.630657,FALSE
0.737484,0.728907,TRUE
0.023375,0.01278,FALSE
0.813632,0.774319,TRUE
0.474818,0.238413,FALSE
0.191901,0.403122,TRUE
0.156611,0.032226,FALSE
0.545359,0.923045,TRUE
0.709584,0.134224,FALSE
0.873853,0.793828,TRUE
0.885872,0.636754,FALSE
0.839713,0.896434,TRUE
0.692512,0.457973,FALSE
0.041212,0.584906,TRUE
0.333252,0.266641,FALSE
0.044581,0.687515,TRUE
0.903464,0.234298,FALSE
0.874354,0.848063,TRUE
0.991097,0.192095,FALSE
0.358567,0.397881,TRUE
0.20208,0.023352,FALSE
0.418243,0.49281,TRUE
0.149177,0.024798,FALSE
0.21614,0.635564,TRUE
0.36703,0.353923,FALSE
0.125881,0.373089,TRUE
0.672356,0.069932,FALSE
0.107395,0.244573,TRUE
0.818666,0.502308,FALSE
0.350817,0.856116,TRUE
0.251425,0.035511,FALSE
0.438025,0.603218,TRUE
0.569017,0.451966,FALSE
0.022577,0.54329,TRUE
0.370061,0.291043,FALSE
0.024916,0.239203,TRUE
0.706532,0.243692,FALSE
0.847536,0.823551,TRUE
0.618851,0.302024,FALSE
0.455684,0.514593,TRUE
0.074189,0.004943,FALSE
0.768988,0.752804,TRUE
0.46273,0.105654,FALSE
0.113354,0.689522,TRUE
0.4071,0.128202,FALSE
0.665812,0.631803,TRUE
0.43507,0.225437,FALSE
0.9124,0.813689,TRUE
0.13129,0.08137,FALSE
0.414343,0.523514,TRUE
0.832487,0.516941,FALSE
0.880142,0.784072,TRUE
0.438355,0.171451,FALSE
0.029767,0.044121,TRUE
0.28825,0.027815,FALSE
0.620513,0.592348,TRUE
0.539517,0.129944,FALSE
0.334684,0.543533,TRUE
0.11055,0.018799,FALSE
0.774163,0.758231,TRUE
0.379616,0.023762,FALSE
0.160407,0.312879,TRUE
0.182168,0.090075,FALSE
0.139991,0.21932,TRUE
0.202648,0.022289,FALSE
0.787323,0.722623,TRUE
0.578977,0.436928,FALSE
0.319472,0.562653,TRUE
0.73461,0.5961,FALSE
0.869226,0.95167,TRUE
0.400423,0.128617,FALSE
0.298321,0.526699,TRUE
0.80958,0.198526,FALSE
0.159376,0.76236,TRUE
0.098375,0.071493,FALSE
0.803391,0.840409,TRUE
0.570937,0.248647,FALSE
0.511842,0.883591,TRUE
0.895639,0.079933,FALSE
0.670967,0.953617,TRUE
0.243164,0.000623,FALSE
0.407703,0.743777,TRUE
0.252863,0.082788,FALSE
0.448331,0.481104,TRUE
0.290706,0.213151,FALSE
0.131563,0.243647,TRUE
0.65782,0.495727,FALSE
0.107358,0.292788,TRUE
0.082396,0.078241,FALSE
0.829501,0.782749,TRUE
0.558251,0.281266,FALSE
0.507839,0.703978,TRUE
0.720261,0.210429,FALSE
0.228609,0.307063,TRUE
0.370839,0.201348,FALSE
0.513135,0.520731,TRUE
0.826304,0.10325,FALSE
0.572827,0.569288,TRUE
0.59039,0.423282,FALSE
0.313264,0.62278,TRUE
0.834824,0.36365,FALSE
0.944398,0.986637,TRUE
0.372367,0.022551,FALSE
0.465107,0.593868,TRUE
0.572559,0.448891,FALSE
0.465792,0.468924,TRUE
0.625019,0.416217,FALSE
0.645607,0.630789,TRUE
0.571597,0.168735,FALSE
0.908393,0.859258,TRUE
0.07199,0.013093,FALSE
0.078381,0.502086,TRUE
0.794333,0.500852,FALSE
0.306694,0.874074,TRUE
0.720593,0.486763,FALSE
0.882795,0.794891,TRUE
0.148077,0.123326,FALSE
0.358694,0.700777,TRUE
0.89886,0.549377,FALSE
0.463011,0.639913,TRUE
0.029308,0.005082,FALSE
0.966547,0.927835,TRUE
0.358552,0.132447,FALSE
0.845884,0.997583,TRUE
0.037543,0.001833,FALSE
0.056811,0.910884,TRUE
0.481799,0.416167,FALSE
0.163115,0.397371,TRUE
0.985349,0.485304,FALSE
0.635751,0.918595,TRUE
0.372596,0.301236,FALSE
0.15976,0.232624,TRUE
0.783093,0.390203,FALSE
0.634113,0.749993,TRUE
0.909788,0.157329,FALSE
0.26468,0.445457,TRUE
0.184842,0.05055,FALSE
0.574685,0.868868,TRUE
0.19121,0.17909,FALSE
0.275935,0.556051,TRUE
0.594335,0.334649,FALSE
0.265017,0.745339,TRUE
0.267704,0.240586,FALSE
0.286272,0.60155,TRUE
0.473142,0.205125,FALSE
0.966691,0.943913,TRUE
0.492333,0.339533,FALSE
0.857,0.867707,TRUE
0.056568,0.046668,FALSE
0.294372,0.588653,TRUE
0.46368,0.373935,FALSE
0.230098,0.965348,TRUE
0.057828,0.041679,FALSE
0.186296,0.359837,TRUE
0.974444,0.725364,FALSE
0.371419,0.859437,TRUE
0.565672,0.520054,FALSE
0.068135,0.596214,TRUE
0.398072,0.152739,FALSE
0.165206,0.971487,TRUE
0.208212,0.079413,FALSE
0.64687,0.760116,TRUE
0.915437,0.308486,FALSE
0.723764,0.815817,TRUE
0.539799,0.292406,FALSE
0.189662,0.348646,TRUE
0.791081,0.525961,FALSE
0.565257,0.926069,TRUE
0.281572,0.239397,FALSE
0.601975,0.750809,TRUE
0.569626,0.075353,FALSE
0.369841,0.713237,TRUE
