@relation mixed

@attribute at1 {TRUE,FALSE}
@attribute at2 {FALSE,TRUE}
@attribute at3 numeric
@attribute at4 numeric
@attribute C {FALSE,TRUE}

@data
FALSE,FALSE,0.601924,0.495383,TRUE
TRUE,TRUE,0.913953,0.948021,FALSE
FALSE,TRUE,0.697927,0.873269,TRUE
TRUE,FALSE,0.870314,0.010653,FALSE
FALSE,TRUE,0.776873,0.888536,TRUE
TRUE,TRUE,0.463304,0.433414,FALSE
FALSE,TRUE,0.305206,0.729535,TRUE
TRUE,TRUE,0.180753,0.450561,FALSE
FALSE,FALSE,0.956588,0.634256,TRUE
TRUE,TRUE,0.526979,0.614422,FALSE
TRUE,FALSE,0.988576,0.574578,TRUE
TRUE,TRUE,0.995738,0.520096,FALSE
FALSE,TRUE,0.710923,0.629867,TRUE
TRUE,FALSE,0.292987,0.304921,FALSE
FALSE,TRUE,0.153802,0.836141,TRUE
TRUE,TRUE,0.991142,0.723253,FALSE
FALSE,FALSE,0.74103,0.740211,TRUE
TRUE,TRUE,0.039279,0.053972,FALSE
TRUE,FALSE,0.446426,0.623227,TRUE
TRUE,TRUE,0.747786,0.871138,FALSE
TRUE,FALSE,0.840993,0.932437,TRUE
TRUE,FALSE,0.588219,0.13095,FALSE
FALSE,FALSE,0.512952,0.411665,TRUE
TRUE,FALSE,0.511959,0.15188,FALSE
FALSE,TRUE,0.090728,0.960549,TRUE
TRUE,TRUE,0.694024,0.600323,FALSE
FALSE,TRUE,0.319286,0.583582,TRUE
TRUE,TRUE,0.380163,0.444946,FALSE
FALSE,TRUE,0.97377,0.989824,TRUE
TRUE,TRUE,0.005597,0.722208,FALSE
FALSE,FALSE,0.127413,0.885972,TRUE
TRUE,TRUE,0.609819,0.17045,FALSE
FALSE,TRUE,0.143016,0.974221,TRUE
TRUE,FALSE,0.176463,0.499254,FALSE
TRUE,FALSE,0.188663,0.849622,TRUE
TRUE,TRUE,0.15335,0.088833,FALSE
FALSE,TRUE,0.98761,0.670735,TRUE
TRUE,TRUE,0.56201,0.243131,FALSE
TRUE,FALSE,0.416441,0.342474,TRUE
TRUE,TRUE,0.669657,0.487697,FALSE
TRUE,FALSE,0.478865,0.368818,TRUE
TRUE,FALSE,0.507885,0.041581,FALSE
FALSE,FALSE,0.428545,0.622081,TRUE
TRUE,TRUE,0.856794,0.324682,FALSE
FALSE,TRUE,0.650382,0.46782,TRUE
TRUE,TRUE,0.020048,0.400276,FALSE
TRUE,FALSE,0.186325,0.862791,TRUE
TRUE,FALSE,0.755688,0.675304,FALSE
FALSE,TRUE,0.239164,0.991702,TRUE
TRUE,TRUE,0.443139,0.104479,FALSE
FALSE,FALSE,0.09916,0.909103,TRUE
TRUE,TRUE,0.643576,0.062038,FALSE
TRUE,FALSE,0.733766,0.952621,TRUE
TRUE,TRUE,0.966396,0.168361,FALSE
FALSE,TRUE,0.194141,0.947053,TRUE
TRUE,FALSE,0.666969,0.494882,FALSE
FALSE,TRUE,0.647016,0.576275,TRUE
TRUE,FALSE,0.739414,0.309585,FALSE
FALSE,FALSE,0.922319,0.807529,TRUE
TRUE,FALSE,0.59612,0.0302,FALSE
FALSE,FALSE,0.789318,0.928166,TRUE
TRUE,TRUE,0.581371,0.138043,FALSE
FALSE,FALSE,0.153022,0.999415,TRUE
TRUE,FALSE,0.985724,0.258339,FALSE
FALSE,FALSE,0.633418,0.482292,TRUE
TRUE,FALSE,0.966737,0.572467,FALSE
TRUE,FALSE,0.141524,0.803064,TRUE
TRUE,TRUE,0.413103,0.236261,FALSE
FALSE,TRUE,0.676779,0.653828,TRUE
TRUE,TRUE,0.161563,0.055075,FALSE
TRUE,FALSE,0.881507,0.897271,TRUE
TRUE,TRUE,0.565625,0.469795,FALSE
TRUE,FALSE,0.034774,0.964266,TRUE
TRUE,TRUE,0.965701,0.681417,FALSE
FALSE,FALSE,0.354756,0.919496,TRUE
TRUE,FALSE,0.294461,0.153204,FALSE
FALSE,TRUE,0.973665,0.680216,TRUE
TRUE,FALSE,0.583308,0.152493,FALSE
TRUE,FALSE,0.087576,0.941036,TRUE
TRUE,TRUE,0.621625,0.214386,FALSE
FALSE,FALSE,0.573954,0.435174,TRUE
TRUE,TRUE,0.182152,0.889111,FALSE
TRUE,FALSE,0.748514,0.826497,TRUE
TRUE,TRUE,0.508402,0.359637,FALSE
TRUE,FALSE,0.952249,0.918514,TRUE
TRUE,TRUE,0.246872,0.796292,FALSE
TRUE,FALSE,0.567888,0.741911,TRUE
TRUE,TRUE,0.478527,0.085525,FALSE
FALSE,FALSE,0.458383,0.470234,TRUE
TRUE,TRUE,0.986522,0.411796,FALSE
FALSE,FALSE,0.19992,0.849523,TRUE
TRUE,FALSE,0.050033,0.566823,FALSE
FALSE,FALSE,0.347241,0.909977,TRUE
TRUE,TRUE,0.669103,0.713364,FALSE
TRUE,FALSE,0.00354,0.742584,TRUE
TRUE,FALSE,0.819604,0.3202,FALSE
FALSE,FALSE,0.740724,0.990629,TRUE
TRUE,TRUE,0.108143,0.814017,FALSE
TRUE,FALSE,0.074227,0.85806,TRUE
TRUE,TRUE,0.944347,0.582645,FALSE
FALSE,TRUE,0.883558,0.861792,TRUE
TRUE,TRUE,0.088638,0.575665,FALSE
FALSE,FALSE,0.781669,0.981476,TRUE
TRUE,FALSE,0.339994,0.438567,FALSE
FALSE,FALSE,0.897085,0.837911,TRUE
TRUE,TRUE,0.83061,0.690372,FALSE
FALSE,TRUE,0.77698,0.835869,TRUE
TRUE,TRUE,0.362446,0.653255,FALSE
FALSE,FALSE,0.770941,0.881952,TRUE
TRUE,TRUE,0.359545,0.673138,FALSE
TRUE,FALSE,0.845565,0.842341,TRUE
TRUE,FALSE,0.228528,0.532222,FALSE
FALSE,TRUE,0.099313,0.977272,TRUE
TRUE,TRUE,0.351366,0.559973,FALSE
FALSE,TRUE,0.47615,0.851263,TRUE
TRUE,TRUE,0.638495,0.398605,FALSE
FALSE,FALSE,0.122092,0.820644,TRUE
TRUE,FALSE,0.766997,0.002455,FALSE
TRUE,FALSE,0.908323,0.770507,TRUE
TRUE,TRUE,0.551741,0.883177,FALSE
TRUE,FALSE,0.613824,0.359489,TRUE
TRUE,TRUE,0.486312,0.449957,FALSE
FALSE,TRUE,0.439668,0.715008,TRUE
TRUE,TRUE,0.181655,0.974842,FALSE
TRUE,FALSE,0.084435,0.757441,TRUE
TRUE,FALSE,0.47491,0.063888,FALSE
FALSE,TRUE,0.182018,0.979061,TRUE
TRUE,TRUE,0.184466,0.953932,FALSE
FALSE,TRUE,0.480089,0.25815,TRUE
TRUE,TRUE,0.57033,0.966152,FALSE
TRUE,FALSE,0.065102,0.724698,TRUE
TRUE,FALSE,0.181878,0.484769,FALSE
FALSE,FALSE,0.190177,0.835324,TRUE
TRUE,FALSE,0.181923,0.509079,FALSE
TRUE,FALSE,0.429831,0.407405,TRUE
TRUE,TRUE,0.589671,0.947031,FALSE
FALSE,FALSE,0.036809,0.762142,TRUE
TRUE,FALSE,0.630065,0.173894,FALSE
FALSE,FALSE,0.842097,0.841706,TRUE
TRUE,TRUE,0.647209,0.288927,FALSE
FALSE,FALSE,0.844778,0.843231,TRUE
TRUE,TRUE,0.658181,0.188974,FALSE
FALSE,TRUE,0.468381,0.524024,TRUE
TRUE,TRUE,0.881944,0.749439,FALSE
FALSE,TRUE,0.981406,0.851704,TRUE
TRUE,TRUE,0.587828,0.679266,FALSE
FALSE,FALSE,0.317564,0.931698,TRUE
TRUE,TRUE,0.92811,0.716042,FALSE
TRUE,FALSE,0.661537,0.681174,TRUE
TRUE,FALSE,0.663925,0.317805,FALSE
FALSE,FALSE,0.191582,0.892762,TRUE
TRUE,TRUE,0.158851,0.929983,FALSE
TRUE,FALSE,0.728752,0.67453,TRUE
TRUE,FALSE,0.099973,0.081807,FALSE
FALSE,TRUE,0.769047,0.784583,TRUE
TRUE,FALSE,0.964324,0.358117,FALSE
TRUE,FALSE,0.099717,0.916584,TRUE
TRUE,FALSE,0.594236,0.197073,FALSE
FALSE,TRUE,0.994852,0.887223,TRUE
TRUE,TRUE,0.99567,0.570936,FALSE
FALSE,FALSE,0.710395,0.866015,TRUE
TRUE,FALSE,0.550305,0.13861,FALSE
TRUE,FALSE,0.599692,0.871274,TRUE
TRUE,TRUE,0.428088,0.701125,FALSE
FALSE,FALSE,0.128313,0.842297,TRUE
TRUE,TRUE,0.041792,0.027149,FALSE
FALSE,TRUE,0.104922,0.925708,TRUE
TRUE,TRUE,0.889201,0.181357,FALSE
FALSE,FALSE,0.878354,0.815567,TRUE
TRUE,TRUE,0.544299,0.671079,FALSE
FALSE,TRUE,0.962252,0.627508,TRUE
TRUE,TRUE,0.583951,0.1895,FALSE
TRUE,FALSE,0.96499,0.910518,TRUE
TRUE,FALSE,0.857348,0.33947,FALSE
TRUE,FALSE,0.018951,0.948852,TRUE
TRUE,TRUE,0.280374,0.236253,FALSE
TRUE,FALSE,0.631433,0.426447,TRUE
TRUE,TRUE,0.106568,0.3567,FALSE
TRUE,FALSE,0.633849,0.581464,TRUE
TRUE,TRUE,0.025284,0.473993,FALSE
FALSE,FALSE,0.963852,0.91853,TRUE
TRUE,TRUE,0.572793,0.492973,FALSE
TRUE,FALSE,0.821092,0.89956,TRUE
TRUE,FALSE,0.587809,0.024431,FALSE
FALSE,FALSE,0.812347,0.81365,TRUE
TRUE,FALSE,0.386456,0.13943,FALSE
FALSE,FALSE,0.91792,0.802162,TRUE
TRUE,TRUE,0.030714,0.743061,FALSE
FALSE,TRUE,0.806692,0.899524,TRUE
TRUE,TRUE,0.189323,0.980713,TRUE
FALSE,FALSE,0.89567,0.798645,FALSE
TRUE,TRUE,0.781801,0.775412,TRUE
TRUE,FALSE,0.755904,0.977145,FALSE
TRUE,TRUE,0.778937,0.995328,TRUE
TRUE,FALSE,0.310859,0.869202,FALSE
TRUE,TRUE,0.12422,0.934117,TRUE
FALSE,FALSE,0.518493,0.304729,FALSE
TRUE,TRUE,0.074002,0.256864,TRUE
FALSE,TRUE,0.065911,0.683861,FALSE
TRUE,FALSE,0.109498,0.571441,TRUE
FALSE,FALSE,0.901783,0.935979,FALSE
TRUE,TRUE,0.984021,0.616242,TRUE
FALSE,TRUE,0.495922,0.671332,FALSE
TRUE,TRUE,0.37367,0.282902,TRUE
FALSE,FALSE,0.553415,0.610522,FALSE
TRUE,FALSE,0.065872,0.481255,TRUE
TRUE,FALSE,0.075563,0.982738,FALSE
TRUE,TRUE,0.331717,0.601427,TRUE
FALSE,TRUE,0.534181,0.929065,FALSE
TRUE,TRUE,0.112916,0.87957,TRUE
FALSE,FALSE,0.896846,0.851417,FALSE
TRUE,TRUE,0.441145,0.191148,TRUE
FALSE,FALSE,0.832352,0.843338,FALSE
TRUE,TRUE,0.729844,0.138844,TRUE
FALSE,FALSE,0.685973,0.639616,FALSE
TRUE,TRUE,0.748547,0.972208,TRUE
FALSE,TRUE,0.613758,0.917142,FALSE
TRUE,TRUE,0.7115,0.524367,TRUE
FALSE,FALSE,0.799093,0.936099,FALSE
TRUE,FALSE,0.05854,0.045964,TRUE
FALSE,FALSE,0.602977,0.406802,FALSE
TRUE,FALSE,0.378007,0.276037,TRUE
TRUE,FALSE,0.44493,0.917406,FALSE
TRUE,TRUE,0.046306,0.967438,TRUE
FALSE,FALSE,0.436575,0.957302,FALSE
TRUE,TRUE,0.986168,0.434728,TRUE
TRUE,FALSE,0.718793,0.982149,FALSE
TRUE,TRUE,0.186401,0.311788,TRUE
FALSE,FALSE,0.344828,0.589918,FALSE
TRUE,TRUE,0.445618,0.049938,TRUE
TRUE,FALSE,0.558556,0.686119,FALSE
TRUE,TRUE,0.827789,0.741412,TRUE
FALSE,FALSE,0.798403,0.864757,FALSE
TRUE,FALSE,0.164372,0.672297,TRUE
TRUE,FALSE,0.218204,0.868289,FALSE
TRUE,TRUE,0.90059,0.550976,TRUE
TRUE,FALSE,0.921637,0.738226,FALSE
TRUE,TRUE,0.584467,0.075906,TRUE
FALSE,FALSE,0.847062,0.950263,FALSE
TRUE,FALSE,0.369782,0.175057,TRUE
FALSE,TRUE,0.43004,0.768084,FALSE
TRUE,FALSE,0.885394,0.303031,TRUE
TRUE,FALSE,0.487966,0.356346,FALSE
TRUE,FALSE,0.533689,0.164022,TRUE
TRUE,FALSE,0.000487,0.620321,FALSE
TRUE,TRUE,0.341245,0.350727,TRUE
FALSE,TRUE,0.600547,0.529887,FALSE
TRUE,TRUE,0.599685,0.598296,TRUE
FALSE,TRUE,0.470825,0.494597,FALSE
TRUE,TRUE,0.771377,0.866021,TRUE
FALSE,TRUE,0.239829,0.980629,FALSE
TRUE,FALSE,0.301723,0.083421,TRUE
TRUE,FALSE,0.33005,0.939921,FALSE
TRUE,TRUE,0.824198,0.106581,TRUE
TRUE,FALSE,0.999228,0.610262,FALSE
TRUE,TRUE,0.446595,0.13475,TRUE
FALSE,FALSE,0.266169,0.932778,FALSE
TRUE,FALSE,0.973554,0.456481,TRUE
FALSE,FALSE,0.693278,0.870915,FALSE
TRUE,TRUE,0.367853,0.868157,TRUE
FALSE,TRUE,0.047491,0.723331,FALSE
TRUE,FALSE,0.818215,0.5126,TRUE
FALSE,TRUE,0.133893,0.877672,FALSE
TRUE,FALSE,0.054827,0.492081,TRUE
FALSE,TRUE,0.073375,0.693766,FALSE
TRUE,TRUE,0.159689,0.613738,TRUE
TRUE,FALSE,0.151809,0.96207,FALSE
TRUE,TRUE,0.729163,0.899963,TRUE
FALSE,TRUE,0.665319,0.581242,FALSE
TRUE,FALSE,0.985458,0.204858,TRUE
FALSE,FALSE,0.449511,0.99983,FALSE
TRUE,FALSE,0.487892,0.042127,TRUE
TRUE,FALSE,0.864337,0.858453,FALSE
TRUE,FALSE,0.891719,0.128765,TRUE
FALSE,TRUE,0.929348,0.970208,FALSE
TRUE,TRUE,0.555792,0.852531,TRUE
FALSE,TRUE,0.317021,0.669363,FALSE
TRUE,TRUE,0.226383,0.393056,TRUE
FALSE,FALSE,0.935878,0.80892,FALSE
TRUE,TRUE,0.822512,0.256418,TRUE
FALSE,FALSE,0.517967,0.296471,FALSE
TRUE,FALSE,0.615201,0.279949,TRUE
FALSE,FALSE,0.889076,0.766292,FALSE
TRUE,TRUE,0.292626,0.538993,TRUE
FALSE,FALSE,0.703149,0.731946,FALSE
TRUE,TRUE,0.479744,0.204966,TRUE
FALSE,TRUE,0.043622,0.811533,FALSE
TRUE,FALSE,0.827764,0.427361,TRUE
TRUE,FALSE,0.041813,0.652645,FALSE
TRUE,FALSE,0.423028,0.185428,TRUE
FALSE,FALSE,0.70073,0.933329,FALSE
TRUE,FALSE,0.479017,0.048378,TRUE
FALSE,FALSE,0.915652,0.890869,FALSE
TRUE,TRUE,0.33416,0.267854,TRUE
TRUE,FALSE,0.811693,0.802919,FALSE
TRUE,TRUE,0.220372,0.20538,TRUE
FALSE,TRUE,0.393355,0.569899,FALSE
TRUE,TRUE,0.410216,0.571667,TRUE
TRUE,FALSE,0.251092,0.887282,FALSE
TRUE,FALSE,0.45273,0.067219,TRUE
FALSE,TRUE,0.056771,0.745822,FALSE
TRUE,FALSE,0.164859,0.605032,TRUE
FALSE,TRUE,0.917717,0.811247,FALSE
TRUE,TRUE,0.014402,0.136554,TRUE
FALSE,TRUE,0.90152,0.849679,FALSE
TRUE,TRUE,0.010413,0.861135,TRUE
FALSE,TRUE,0.428685,0.685876,FALSE
TRUE,TRUE,0.542316,0.924833,TRUE
FALSE,TRUE,0.961186,0.966283,FALSE
TRUE,TRUE,0.713922,0.465479,TRUE
FALSE,FALSE,0.139231,0.979249,FALSE
TRUE,TRUE,0.559755,0.664467,TRUE
FALSE,FALSE,0.199631,0.807356,FALSE
TRUE,TRUE,0.842565,0.75361,TRUE
FALSE,TRUE,0.795144,0.908675,FALSE
TRUE,TRUE,0.36446,0.096754,TRUE
TRUE,FALSE,0.523046,0.898778,FALSE
TRUE,TRUE,0.397931,0.532642,TRUE
TRUE,FALSE,0.288275,0.795985,FALSE
TRUE,FALSE,0.340618,0.286229,TRUE
FALSE,FALSE,0.281046,0.698566,FALSE
TRUE,TRUE,0.135697,0.946344,TRUE
FALSE,TRUE,0.223372,0.836609,FALSE
TRUE,TRUE,0.525119,0.141474,TRUE
TRUE,FALSE,0.973511,0.71905,FALSE
TRUE,FALSE,0.496807,0.098243,TRUE
FALSE,FALSE,0.818445,0.847256,FALSE
TRUE,TRUE,0.224409,0.815506,TRUE
TRUE,FALSE,0.333587,0.919546,FALSE
TRUE,TRUE,0.49245,0.206793,TRUE
TRUE,FALSE,0.564201,0.792818,FALSE
TRUE,TRUE,0.153478,0.493019,TRUE
FALSE,TRUE,0.161027,0.828744,FALSE
TRUE,FALSE,0.599266,0.321069,TRUE
FALSE,FALSE,0.426904,0.439424,FALSE
TRUE,TRUE,0.372587,0.002265,TRUE
TRUE,FALSE,0.924431,0.94328,FALSE
TRUE,TRUE,0.915736,0.334794,TRUE
TRUE,FALSE,0.461216,0.534128,FALSE
TRUE,TRUE,0.624106,0.335581,TRUE
TRUE,FALSE,0.646416,0.806516,FALSE
TRUE,TRUE,0.810691,0.953693,TRUE
FALSE,TRUE,0.210163,0.862299,FALSE
TRUE,TRUE,0.389244,0.880639,TRUE
FALSE,TRUE,0.35482,0.51701,FALSE
TRUE,TRUE,0.843304,0.53678,TRUE
TRUE,FALSE,0.994476,0.828082,FALSE
TRUE,FALSE,0.061112,0.537472,TRUE
TRUE,FALSE,0.992091,0.683023,FALSE
TRUE,FALSE,0.169841,0.146052,TRUE
FALSE,TRUE,0.820621,0.870085,FALSE
TRUE,TRUE,0.480006,0.348239,TRUE
FALSE,FALSE,0.885393,0.902553,FALSE
TRUE,TRUE,0.745344,0.796535,TRUE
FALSE,TRUE,0.342445,0.772781,FALSE
TRUE,TRUE,0.009639,0.58701,TRUE
FALSE,FALSE,0.98109,0.887112,FALSE
TRUE,FALSE,0.567341,0.050076,TRUE
FALSE,FALSE,0.711493,0.999176,FALSE
TRUE,TRUE,0.154676,0.903471,TRUE
FALSE,TRUE,0.81162,0.986056,FALSE
TRUE,TRUE,0.330069,0.378056,TRUE
FALSE,TRUE,0.921136,0.921542,FALSE
TRUE,TRUE,0.6776,0.733845,TRUE
FALSE,TRUE,0.160698,0.991229,FALSE
TRUE,TRUE,0.544446,0.126691,TRUE
FALSE,FALSE,0.753468,0.873604,FALSE
TRUE,TRUE,0.153623,0.893438,TRUE
TRUE,FALSE,0.247148,0.97607,FALSE
TRUE,TRUE,0.99505,0.971075,TRUE
FALSE,TRUE,0.629612,0.413432,FALSE
TRUE,FALSE,0.145378,0.751995,TRUE
TRUE,FALSE,0.889465,0.826373,FALSE
TRUE,FALSE,0.485709,0.037207,TRUE
TRUE,FALSE,0.395672,0.365646,FALSE
TRUE,TRUE,0.680087,0.063787,TRUE
FALSE,FALSE,0.380087,0.513155,FALSE
TRUE,FALSE,0.526284,0.15732,TRUE
FALSE,TRUE,0.746537,0.850328,FALSE
TRUE,TRUE,0.087333,0.713446,TRUE
FALSE,TRUE,0.672624,0.528568,FALSE
TRUE,TRUE,0.47,0.201775,TRUE
FALSE,TRUE,0.089115,0.841212,FALSE
TRUE,TRUE,0.144084,0.941815,TRUE
FALSE,TRUE,0.836093,0.916184,FALSE
TRUE,TRUE,0.231261,0.143662,TRUE
FALSE,TRUE,0.67185,0.611523,FALSE
TRUE,FALSE,0.968011,0.453211,TRUE
TRUE,FALSE,0.837382,0.893358,FALSE
TRUE,FALSE,0.90657,0.642861,TRUE
FALSE,FALSE,0.728667,0.679668,FALSE
TRUE,FALSE,0.943498,0.49011,TRUE
FALSE,FALSE,0.697574,0.633312,FALSE
TRUE,TRUE,0.043796,0.970365,TRUE
TRUE,FALSE,0.77776,0.846327,FALSE
TRUE,FALSE,0.10707,0.539341,TRUE
FALSE,TRUE,0.391414,0.810421,FALSE
TRUE,TRUE,0.345691,0.033967,TRUE
TRUE,FALSE,0.721234,0.788325,FALSE
TRUE,TRUE,0.763356,0.989743,TRUE
FALSE,TRUE,0.976118,0.666644,FALSE
TRUE,TRUE,0.907293,0.220502,TRUE
FALSE,TRUE,0.690486,0.960218,FALSE
TRUE,FALSE,0.067553,0.430117,TRUE
TRUE,FALSE,0.799647,0.820762,FALSE
TRUE,TRUE,0.81779,0.959436,TRUE
FALSE,FALSE,0.911171,0.75581,FALSE
TRUE,TRUE,0.946773,0.378735,TRUE
TRUE,FALSE,0.614155,0.885989,FALSE
TRUE,TRUE,0.31836,0.576827,TRUE
FALSE,FALSE,0.527877,0.698419,FALSE
TRUE,FALSE,0.273658,0.233972,TRUE
FALSE,FALSE,0.908635,0.732498,FALSE
TRUE,TRUE,0.796451,0.855148,TRUE
FALSE,TRUE,0.082464,0.915951,FALSE
TRUE,TRUE,0.962725,0.574451,TRUE
FALSE,FALSE,0.624907,0.876023,FALSE
TRUE,FALSE,0.832791,0.034911,TRUE
TRUE,FALSE,0.965511,0.794505,FALSE
TRUE,FALSE,0.503424,0.088486,TRUE
FALSE,TRUE,0.120512,0.806653,FALSE
TRUE,FALSE,0.531932,0.062007,TRUE
FALSE,TRUE,0.168014,0.880551,FALSE
TRUE,FALSE,0.330084,0.47108,TRUE
TRUE,FALSE,0.915833,0.935818,FALSE
TRUE,TRUE,0.989538,0.134277,TRUE
FALSE,FALSE,0.96641,0.679396,FALSE
TRUE,TRUE,0.208281,0.533994,TRUE
TRUE,FALSE,0.740357,0.937064,FALSE
TRUE,TRUE,0.575317,0.682129,TRUE
FALSE,TRUE,0.405189,0.601683,FALSE
TRUE,TRUE,0.452292,0.178788,TRUE
FALSE,TRUE,0.881444,0.886793,FALSE
TRUE,TRUE,0.243302,0.756522,TRUE
FALSE,TRUE,0.401417,0.885875,FALSE
TRUE,FALSE,0.795355,0.101945,TRUE
TRUE,FALSE,0.794098,0.978302,FALSE
TRUE,FALSE,0.009211,0.52344,TRUE
FALSE,FALSE,0.584669,0.827756,FALSE
TRUE,TRUE,0.132669,0.958407,TRUE
TRUE,FALSE,0.919451,0.943468,FALSE
TRUE,TRUE,0.485983,0.358537,TRUE
FALSE,TRUE,0.712964,0.972206,FALSE
TRUE,TRUE,0.735439,0.758305,TRUE
TRUE,FALSE,0.079717,0.767159,FALSE
TRUE,TRUE,0.194215,0.82623,TRUE
FALSE,FALSE,0.892514,0.986431,FALSE
TRUE,FALSE,0.0103,0.26544,TRUE
TRUE,FALSE,0.594,0.494093,FALSE
TRUE,TRUE,0.975718,0.351086,TRUE
TRUE,FALSE,0.515241,0.214399,FALSE
TRUE,TRUE,0.872447,0.72841,TRUE
FALSE,FALSE,0.767707,0.861843,FALSE
TRUE,TRUE,0.541465,0.126503,TRUE
TRUE,FALSE,0.805412,0.980542,FALSE
TRUE,TRUE,0.779204,0.938925,TRUE
FALSE,TRUE,0.838723,0.979926,FALSE
TRUE,TRUE,0.122543,0.501113,TRUE
FALSE,FALSE,0.880642,0.906075,FALSE
TRUE,FALSE,0.023724,0.033255,TRUE
FALSE,TRUE,0.41319,0.676562,FALSE
TRUE,FALSE,0.517998,0.015043,TRUE
FALSE,FALSE,0.235045,0.924133,FALSE
TRUE,TRUE,0.499034,0.17736,TRUE
TRUE,FALSE,0.682249,0.586185,FALSE
TRUE,FALSE,0.048921,0.034811,TRUE
TRUE,FALSE,0.604522,0.405078,FALSE
TRUE,FALSE,0.715821,0.085847,TRUE
FALSE,TRUE,0.79716,0.937361,FALSE
TRUE,TRUE,0.668195,0.457028,TRUE
FALSE,FALSE,0.567969,0.999558,FALSE
TRUE,TRUE,0.441062,0.1018,TRUE
FALSE,TRUE,0.70429,0.667942,FALSE
TRUE,TRUE,0.120835,0.198248,TRUE
FALSE,TRUE,0.401282,0.557713,FALSE
TRUE,TRUE,0.230409,0.210775,TRUE
FALSE,FALSE,0.067259,0.862017,FALSE
TRUE,FALSE,0.471309,0.004547,TRUE
TRUE,FALSE,0.687308,0.722372,FALSE
TRUE,TRUE,0.78195,0.849169,TRUE
FALSE,FALSE,0.223435,0.844657,FALSE
TRUE,FALSE,0.495438,0.041915,TRUE
FALSE,TRUE,0.710155,0.965018,FALSE
TRUE,TRUE,0.180112,0.84693,TRUE
FALSE,FALSE,0.456532,0.671484,FALSE
TRUE,FALSE,0.446368,0.154421,TRUE
TRUE,FALSE,0.92225,0.903363,FALSE
TRUE,TRUE,0.406231,0.076455,TRUE
FALSE,TRUE,0.866827,0.874099,FALSE
TRUE,FALSE,0.047963,0.233467,TRUE
TRUE,FALSE,0.433268,0.564998,FALSE
TRUE,TRUE,0.272181,0.840668,TRUE
TRUE,FALSE,0.885972,0.797466,FALSE
TRUE,FALSE,0.306632,0.478132,TRUE
TRUE,FALSE,0.760542,0.812483,FALSE
TRUE,FALSE,0.176254,0.591012,TRUE
TRUE,FALSE,0.637616,0.977989,FALSE
TRUE,TRUE,0.186892,0.989155,TRUE
FALSE,FALSE,0.450217,0.453407,FALSE
TRUE,TRUE,0.830882,0.040763,TRUE
FALSE,FALSE,0.040393,0.887478,FALSE
TRUE,FALSE,0.244624,0.371589,TRUE
FALSE,FALSE,0.337392,0.611713,FALSE
TRUE,FALSE,0.885435,0.744044,TRUE
TRUE,FALSE,0.08411,0.940828,FALSE
TRUE,FALSE,0.515915,0.012186,TRUE
TRUE,FALSE,0.89987,0.861749,FALSE
TRUE,FALSE,0.724683,0.024668,TRUE
FALSE,FALSE,0.897431,0.929689,FALSE
TRUE,FALSE,0.704339,0.396151,TRUE
FALSE,FALSE,0.509955,0.275095,FALSE
TRUE,TRUE,0.84235,0.809942,TRUE
TRUE,FALSE,0.145486,0.880818,FALSE
TRUE,FALSE,0.019853,0.316347,TRUE
FALSE,TRUE,0.53596,0.971818,FALSE
TRUE,FALSE,0.000665,0.135698,TRUE
FALSE,TRUE,0.924649,0.82649,FALSE
TRUE,TRUE,0.33768,0.145839,TRUE
FALSE,TRUE,0.160908,0.988166,FALSE
TRUE,TRUE,0.050062,0.250715,TRUE
FALSE,TRUE,0.667621,0.545757,FALSE
TRUE,FALSE,0.958109,0.124179,TRUE
TRUE,FALSE,0.255546,0.963853,FALSE
TRUE,FALSE,0.49815,0.095532,TRUE
TRUE,FALSE,0.253293,0.951922,FALSE
TRUE,TRUE,0.171574,0.999543,TRUE
FALSE,FALSE,0.206256,0.984929,FALSE
TRUE,TRUE,0.393804,0.375251,TRUE
FALSE,FALSE,0.571901,0.648023,FALSE
TRUE,TRUE,0.127839,0.968083,TRUE
FALSE,FALSE,0.754821,0.884779,FALSE
TRUE,TRUE,0.503053,0.17596,TRUE
TRUE,FALSE,0.837176,0.84087,FALSE
TRUE,TRUE,0.174413,0.722981,TRUE
FALSE,FALSE,0.005936,0.575207,FALSE
TRUE,TRUE,0.7787,0.220352,TRUE
FALSE,TRUE,0.640621,0.555432,FALSE
TRUE,TRUE,0.416452,0.526574,TRUE
FALSE,TRUE,0.803483,0.92252,FALSE
TRUE,FALSE,0.152613,0.234396,TRUE
FALSE,TRUE,0.913087,0.882609,FALSE
TRUE,TRUE,0.240992,0.953285,TRUE
TRUE,FALSE,0.38554,0.927813,FALSE
TRUE,TRUE,0.050562,0.064832,TRUE
FALSE,TRUE,0.347462,0.804106,FALSE
TRUE,TRUE,0.20543,0.759638,TRUE
FALSE,FALSE,0.495674,0.975218,FALSE
TRUE,TRUE,0.535752,0.258653,TRUE
FALSE,TRUE,0.239576,0.919979,FALSE
TRUE,TRUE,0.396753,0.985709,TRUE
FALSE,TRUE,0.955587,0.701756,FALSE
TRUE,FALSE,0.557456,0.126921,TRUE
TRUE,FALSE,0.949167,0.749665,FALSE
TRUE,TRUE,0.034138,0.469296,TRUE
TRUE,FALSE,0.768456,0.969399,FALSE
TRUE,TRUE,0.201832,0.806237,TRUE
