@relation whatever-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute l1.c numeric
@attribute l1.d numeric
@attribute l1.e numeric
@attribute l1.f numeric
@attribute l1.g numeric
@attribute c {0,1}

@data
0.042572,0.671824,0,0,0.414912,0
0.056323,0.740405,0,0,0.414912,0
0.056323,0.730437,0,0,0.414912,0
0.044824,0.703362,0,0,0.414912,0
0.056323,0.665129,0,0,0.414912,0
0.042572,0.632699,0,0,0.414912,0
0.042692,0.612913,0,0,0.414912,0
0.042572,0.587176,0,0,0.414912,0
0.042422,0.536596,0,0,0.414912,0
0.042422,0.485719,0,0,0.414912,0
0.056323,0.524249,0,0,0.414912,0
0.042692,0.526034,0,0,0.414912,0
0.056323,0.537638,0,0,0.414912,1
0.056323,0.533918,0,0,0.414912,1
0.042692,0.528712,0,0,0.414912,0
0.056323,0.504165,0,0,0.414912,1
0.042572,0.479768,0,0,0.414912,0
0.042572,0.414609,0,0,0.414912,0
0.042422,0.356739,0,0,0.414912,0
0.056323,0.312407,0,0,0.414912,1
0.056323,0.263612,0,0,0.414912,1
0.042272,0.228503,0,0,0.414912,0
0.056173,0.210205,0,0,0.414912,1
0.056173,0.212288,0,0,0.414912,1
0.042272,0.23609,0,0,0.414912,0
0.056173,0.286968,0,0,0.414912,1
0.086075,0.390806,0,0,0.414912,1
0.074817,0.500893,0,0,0.414912,1
0.042422,0.52291,0,0,0.414912,0
0.042572,0.594168,0,0,0.414912,0
0.042572,0.612913,0,0,0.414912,0
0.042422,0.600417,0,0,0.414912,0
0.050859,0.621988,0,0,0.414912,1
0.050859,0.624814,0,0,0.414912,1
0.050859,0.600714,0,0,0.414912,1
0.050859,0.570663,0,0,0.414912,1
0.050859,0.54582,0,0,0.414912,1
0.050859,0.52648,0,0,0.414912,1
0.050859,0.513984,0,0,0.414912,1
0.050859,0.500298,0,0,0.414912,1
0.042572,0.494496,0,0,0.414912,0
0.050859,0.490181,0,0,0.414912,1
0.042572,0.481256,0,0,0.414912,0
0.042452,0.467272,0,0,0.414912,0
0.042752,0.462511,0,0,0.414912,0
0.042422,0.467272,0,0,0.414912,0
0.042422,0.484082,0,0,0.414912,0
0.050408,0.534216,0,0,0.414912,1
0.042692,0.625558,0,0,0.414912,0
0.042692,0.69399,0,0,0.414912,0
0.042572,0.689676,0,0,0.414912,0
0.042572,0.668997,0,0,0.414912,0
0.042422,0.641773,0,0,0.414912,0
0.042422,0.623178,0,0,0.414912,0
0.042572,0.613359,0,0,0.414912,0
0.042422,0.583309,0,0,0.414912,0
0.042272,0.53615,0,0,0.414912,0
0.042122,0.485272,0,0,0.414912,0
0.042572,0.521422,0,0,0.414912,0
0.042572,0.530794,0,0,0.414912,0
0.042572,0.535852,0,0,0.414912,0
0.042572,0.527224,0,0,0.414912,0
0.042572,0.519191,0,0,0.414912,0
0.042572,0.495537,0,0,0.414912,0
0.042422,0.466825,0,0,0.414912,0
0.042272,0.408212,0,0,0.414912,0
0.042272,0.351086,0,0,0.414912,0
0.042272,0.301696,0,0,0.414912,0
0.042122,0.255281,0,0,0.414912,0
0.042122,0.22166,0,0,0.414912,0
0.056173,0.201279,0,0,0.414912,1
0.056173,0.201726,0,0,0.414912,1
0.075958,0.229694,0,0,0.414912,1
0.076438,0.278786,0,0,0.414912,1
0.086075,0.380988,0,0,0.414912,1
0.09208,0.498959,0,0,0.414912,1
0.047886,0.525141,0,0,0.414912,0
0.047886,0.606813,0,0,0.414912,0
0.047886,0.631062,0,0,0.414912,0
0.042572,0.615144,0,0,0.414912,0
0.047886,0.642071,0,0,0.414912,0
0.047886,0.642963,0,0,0.414912,0
0.042572,0.623326,0,0,0.414912,0
0.047886,0.59402,0,0,0.414912,0
0.047886,0.567539,0,0,0.414912,0
0.047886,0.549985,0,0,0.414912,0
0.047886,0.537638,0,0,0.414912,0
0.042572,0.528414,0,0,0.414912,0
0.042422,0.517852,0,0,0.414912,0
0.042422,0.506694,0,0,0.414912,0
0.042422,0.495686,0,0,0.414912,0
0.042422,0.473073,0,0,0.414912,0
0.042422,0.459685,0,0,0.414912,0
0.042422,0.471586,0,0,0.414912,0
0.042572,0.497471,0,0,0.414912,0
0.047886,0.553407,0,0,0.414912,1
0.047886,0.635228,0,0,0.414912,1
0.047886,0.694287,0,0,0.414912,1
0.047886,0.682684,0,0,0.414912,1
0.047886,0.664981,0,0,0.414912,1
0.042482,0.624517,0,0,0.414912,0
0.042422,0.597739,0,0,0.414912,0
0.047886,0.579143,0,0,0.414912,0
0.042572,0.554002,0,0,0.414912,0
0.042422,0.518744,0,0,0.414912,0
0.042272,0.471288,0,0,0.414912,0
0.056323,0.509223,0,0,0.414912,1
0.042512,0.522761,0,0,0.414912,0
0.056323,0.52886,0,0,0.414912,1
0.047886,0.514281,0,0,0.414912,0
0.071815,0.507289,0,0,0.414912,1
0.086075,0.477388,0,0,0.414912,1
0.056323,0.446147,0,0,0.414912,1
0.042422,0.39155,0,0,0.414912,0
0.056323,0.332937,0,0,0.414912,1
0.075958,0.284588,0,0,0.414912,1
0.056323,0.237429,0,0,0.414912,1
0.056173,0.205891,0,0,0.414912,1
0.061637,0.178816,0,0,0.414912,1
0.060886,0.165129,0,0,0.414912,1
0.060886,0.166468,0,0,0.414912,1
0.060886,0.174502,0,0,0.414912,1
0.062598,0.209164,0,0,0.414912,1
0.068362,0.250372,0,0,0.414912,1
0.075267,0.307944,0,0,0.414912,1
0.075357,0.406724,0,0,0.414912,1
0.075357,0.492115,0,0,0.414912,1
0.075357,0.545671,0,0,0.414912,1
0.075357,0.580184,0,0,0.414912,1
0.075357,0.571705,0,0,0.414912,1
0.075267,0.547307,0,0,0.414912,1
0.071815,0.508033,0,0,0.414912,1
0.075267,0.474859,0,0,0.414912,1
0.075267,0.443469,0,0,0.414912,1
0.071815,0.421898,0,0,0.414912,1
0.062598,0.39884,0,0,0.414912,1
0.056323,0.375632,0,0,0.414912,0
0.056323,0.352425,0,0,0.414912,0
0.056323,0.346623,0,0,0.414912,0
0.056323,0.338441,0,0,0.414912,0
0.062598,0.338292,0,0,0.414912,1
0.068362,0.355103,0,0,0.414912,1
0.075357,0.394228,0,0,0.414912,1
0.108292,0.475007,0,0,0.414912,1
0.11784,0.559209,0,0,0.414912,1
0.119731,0.627492,0,0,0.414912,1
0.116969,0.627641,0,0,0.414912,1
0.103188,0.595061,0,0,0.414912,1
0.075357,0.551175,0,0,0.414912,1
0.075267,0.510562,0,0,0.414912,1
0.075267,0.485719,0,0,0.414912,1
0.071815,0.465784,0,0,0.414912,1
0.068362,0.422642,0,0,0.414912,0
0.068362,0.388277,0,0,0.414912,0
0.071815,0.406575,0,0,0.414912,1
0.042572,0.403451,0,0,0.414912,0
0.042572,0.408509,0,0,0.414912,0
0.042422,0.389021,0,0,0.414912,0
0.042422,0.366706,0,0,0.414912,0
0.042422,0.318358,0,0,0.414912,0
0.042272,0.296935,0,0,0.414912,0
0.042272,0.247397,0,0,0.414912,0
0.042272,0.202023,0,0,0.414912,0
0.042122,0.164981,0,0,0.414912,0
0.042122,0.139839,0,0,0.414912,0
0.042122,0.115293,0,0,0.414912,0
0.041942,0.097292,0,0,0.414912,0
0.041942,0.090301,0,0,0.414912,0
0.042122,0.096846,0,0,0.414912,0
0.042122,0.10607,0,0,0.414912,0
0.056173,0.122136,0,0,0.414912,0
0.056173,0.140286,0,0,0.414912,0
0.068362,0.168253,0,0,0.414912,1
0.068362,0.231627,0,0,0.414912,1
0.068362,0.300952,0,0,0.414912,1
0.075357,0.358078,0,0,0.414912,1
0.075357,0.41446,0,0,0.414912,1
0.075207,0.446742,0,0,0.414912,1
0.073406,0.455965,0,0,0.414912,1
0.075267,0.458792,0,0,0.414912,1
0.079651,0.473371,0,0,0.414912,1
0.075267,0.468462,0,0,0.414912,1
0.075267,0.449866,0,0,0.414912,1
0.075267,0.421303,0,0,0.414912,1
0.069893,0.385004,0,0,0.414912,1
0.071815,0.364624,0,0,0.414912,1
0.071815,0.342309,0,0,0.414912,1
0.068542,0.335019,0,0,0.414912,1
0.071815,0.337995,0,0,0.414912,1
0.075267,0.350491,0,0,0.414912,1
0.076438,0.370128,0,0,0.414912,1
0.079651,0.443618,0,0,0.414912,1
0.077429,0.537935,0,0,0.414912,1
0.075357,0.615888,0,0,0.414912,1
0.075267,0.634484,0,0,0.414912,1
0.075267,0.6144,0,0,0.414912,1
0.075267,0.590896,0,0,0.414912,1
0.075267,0.558167,0,0,0.414912,1
0.075267,0.528117,0,0,0.414912,1
0.056323,0.501636,0,0,0.414912,0
0.056323,0.456709,0,0,0.414912,0
0.056323,0.414758,0,0,0.414912,0
0.042572,0.429783,0,0,0.414912,0
0.042572,0.414906,0,0,0.414912,0
0.042422,0.402856,0,0,0.414912,0
0.042422,0.381285,0,0,0.414912,0
0.042422,0.362095,0,0,0.414912,0
0.042422,0.321035,0,0,0.414912,0
0.042272,0.307498,0,0,0.414912,0
0.042272,0.264653,0,0,0.414912,0
0.042272,0.220619,0,0,0.414912,0
0.042272,0.198007,0,0,0.414912,0
0.042272,0.171675,0,0,0.414912,0
0.056173,0.146831,0,0,0.414912,0
0.042122,0.140137,0,0,0.414912,0
0.042122,0.148468,0,0,0.414912,0
0.075958,0.178072,0,0,0.414912,1
0.074817,0.229545,0,0,0.414912,1
0.082473,0.336358,0,0,0.414912,1
0.099616,0.44213,0,0,0.414912,1
0.050859,0.481702,0,0,0.414912,0
0.050859,0.552514,0,0,0.414912,0
0.050859,0.57706,0,0,0.414912,0
0.050859,0.576912,0,0,0.414912,0
0.074817,0.603392,0,0,0.414912,1
0.074817,0.61083,0,0,0.414912,1
0.079711,0.594168,0,0,0.414912,1
0.050859,0.571705,0,0,0.414912,0
0.079711,0.559506,0,0,0.414912,1
0.082383,0.554151,0,0,0.414912,1
0.079711,0.540762,0,0,0.414912,1
0.079711,0.531538,0,0,0.414912,1
0.056323,0.523802,0,0,0.414912,0
0.050859,0.518298,0,0,0.414912,0
0.050859,0.507736,0,0,0.414912,0
0.050859,0.494644,0,0,0.414912,0
0.050859,0.490181,0,0,0.414912,0
0.056323,0.493454,0,0,0.414912,0
0.079711,0.511306,0,0,0.414912,1
0.074817,0.55906,0,0,0.414912,1
0.050859,0.65665,0,0,0.414912,0
0.050859,0.731032,0,0,0.414912,0
0.050859,0.725379,0,0,0.414912,0
0.050859,0.693395,0,0,0.414912,0
0.050859,0.658733,0,0,0.414912,0
0.050859,0.629872,0,0,0.414912,0
0.050859,0.604433,0,0,0.414912,0
0.050859,0.578697,0,0,0.414912,0
0.042422,0.530497,0,0,0.414912,0
0.042422,0.47352,0,0,0.414912,0
0.042572,0.505951,0,0,0.414912,0
0.042572,0.503868,0,0,0.414912,0
0.042572,0.515769,0,0,0.414912,0
0.042572,0.51562,0,0,0.414912,0
0.082473,0.507885,0,0,0.414912,1
0.082473,0.496132,0,0,0.414912,1
0.086075,0.465933,0,0,0.414912,1
0.056323,0.40598,0,0,0.414912,0
0.074817,0.345582,0,0,0.414912,1
0.056173,0.305118,0,0,0.414912,0
0.056173,0.255579,0,0,0.414912,0
0.075958,0.21928,0,0,0.414912,1
0.075958,0.192353,0,0,0.414912,1
0.075958,0.195775,0,0,0.414912,1
0.075958,0.216156,0,0,0.414912,1
0.042332,0.274026,0,0,0.414912,0
0.090939,0.3795,0,0,0.414912,1
0.119191,0.500446,0,0,0.414912,1
0.056323,0.529009,0,0,0.414912,0
0.074667,0.613359,0,0,0.414912,1
0.074667,0.636864,0,0,0.414912,1
0.042572,0.624665,0,0,0.414912,0
0.074667,0.649509,0,0,0.414912,1
0.056323,0.644302,0,0,0.414912,0
0.056323,0.634633,0,0,0.414912,0
0.074667,0.612764,0,0,0.414912,1
0.082473,0.591788,0,0,0.414912,1
0.079711,0.580928,0,0,0.414912,1
0.079711,0.57349,0,0,0.414912,1
0.079711,0.566498,0,0,0.414912,1
0.074667,0.567539,0,0,0.414912,1
0.074667,0.559506,0,0,0.414912,1
0.074667,0.552068,0,0,0.414912,1
0.074667,0.548051,0,0,0.414912,1
0.074667,0.545671,0,0,0.414912,1
0.042422,0.555936,0,0,0.414912,0
0.086075,0.58673,0,0,0.414912,1
0.116759,0.643261,0,0,0.414912,1
0.106731,0.738471,0,0,0.414912,1
0.116759,0.818953,0,0,0.414912,1
0.086075,0.806159,0,0,0.414912,1
0.086075,0.782208,0,0,0.414912,1
0.074667,0.742339,0,0,0.414912,1
0.074667,0.705445,0,0,0.414912,1
0.114387,0.674799,0,0,0.414912,1
0.114387,0.64341,0,0,0.414912,1
0.089618,0.588218,0,0,0.414912,1
0.074667,0.530348,0,0,0.414912,1
0.106131,0.552514,0,0,0.414912,1
0.090309,0.54463,0,0,0.414912,1
0.090939,0.544183,0,0,0.414912,1
0.090309,0.533472,0,0,0.414912,1
0.106731,0.526331,0,0,0.414912,1
0.106731,0.510116,0,0,0.414912,1
0.106131,0.480661,0,0,0.414912,1
0.086075,0.412824,0,0,0.414912,1
0.082473,0.355251,0,0,0.414912,1
0.077789,0.311514,0,0,0.414912,0
0.076438,0.260339,0,0,0.414912,0
0.075958,0.221958,0,0,0.414912,0
0.076858,0.19875,0,0,0.414912,0
0.05305,0.196073,0,0,0.414912,0
0.077579,0.227016,0,0,0.414912,0
0.07863,0.273431,0,0,0.414912,0
0.099616,0.382922,0,0,0.414912,1
0.149664,0.501488,0,0,0.414912,1
0.056113,0.535406,0,0,0.414912,0
0.082473,0.612615,0,0,0.414912,0
0.057674,0.631508,0,0,0.414912,0
0.079711,0.614847,0,0,0.414912,0
0.083794,0.64222,0,0,0.414912,0
0.083794,0.642963,0,0,0.414912,0
0.086075,0.616929,0,0,0.414912,1
0.083794,0.591342,0,0,0.414912,0
0.10475,0.572002,0,0,0.414912,1
0.083794,0.55906,0,0,0.414912,0
0.083794,0.545968,0,0,0.414912,0
0.083794,0.537786,0,0,0.414912,0
0.082473,0.536745,0,0,0.414912,0
0.083794,0.533472,0,0,0.414912,0
0.057674,0.534811,0,0,0.414912,0
0.079711,0.518447,0,0,0.414912,0
0.082473,0.515025,0,0,0.414912,0
0.082473,0.539423,0,0,0.414912,0
0.086796,0.576168,0,0,0.414912,0
0.107272,0.632847,0,0,0.414912,1
0.10475,0.726569,0,0,0.414912,1
0.10475,0.799911,0,0,0.414912,1
0.10475,0.788307,0,0,0.414912,1
0.090909,0.767331,0,0,0.414912,1
0.083794,0.724933,0,0,0.414912,0
0.083794,0.695924,0,0,0.414912,0
0.116759,0.675989,0,0,0.414912,1
0.10475,0.648616,0,0,0.414912,1
0.083794,0.590003,0,0,0.414912,0
0.083794,0.535257,0,0,0.414912,0
0.083794,0.559506,0,0,0.414912,0
0.086075,0.551175,0,0,0.414912,0
0.083794,0.554597,0,0,0.414912,0
0.083794,0.549539,0,0,0.414912,0
0.099616,0.542101,0,0,0.414912,1
0.099616,0.518149,0,0,0.414912,1
0.086075,0.48914,0,0,0.414912,0
0.082473,0.430229,0,0,0.414912,0
0.079711,0.373698,0,0,0.414912,0
0.077789,0.322374,0,0,0.414912,0
0.076858,0.279381,0,0,0.414912,0
0.076858,0.237727,0,0,0.414912,0
0.075808,0.21571,0,0,0.414912,0
0.056113,0.213181,0,0,0.414912,0
0.076858,0.24814,0,0,0.414912,0
0.080101,0.293811,0,0,0.414912,0
0.10508,0.399583,0,0,0.414912,1
0.13105,0.50967,0,0,0.414912,1
0.079711,0.540315,0,0,0.414912,0
0.089798,0.623326,0,0,0.414912,1
0.087336,0.652187,0,0,0.414912,1
0.077939,0.640881,0,0,0.414912,0
0.079681,0.663344,0,0,0.414912,0
0.077939,0.667956,0,0,0.414912,0
0.079711,0.64222,0,0,0.414912,0
0.077939,0.607557,0,0,0.414912,0
0.077939,0.584499,0,0,0.414912,0
0.077939,0.570217,0,0,0.414912,0
0.077939,0.554151,0,0,0.414912,0
0.056113,0.538084,0,0,0.414912,0
0.056113,0.532133,0,0,0.414912,0
0.056113,0.524993,0,0,0.414912,0
0.056113,0.505653,0,0,0.414912,0
0.042422,0.497769,0,0,0.414912,0
0.054612,0.492115,0,0,0.414912,0
0.054612,0.51086,0,0,0.414912,0
0.054612,0.533621,0,0,0.414912,0
0.0795,0.588515,0,0,0.414912,0
0.089798,0.682981,0,0,0.414912,1
0.086075,0.763017,0,0,0.414912,1
0.086075,0.772687,0,0,0.414912,1
0.089798,0.757215,0,0,0.414912,1
0.089798,0.720619,0,0,0.414912,1
0.056113,0.6928,0,0,0.414912,0
0.089798,0.68075,0,0,0.414912,1
0.089798,0.655608,0,0,0.414912,1
0.056113,0.601458,0,0,0.414912,0
0.056113,0.542696,0,0,0.414912,0
0.089798,0.569325,0,0,0.414912,1
0.089798,0.566944,0,0,0.414912,1
0.090909,0.563672,0,0,0.414912,1
0.086075,0.550134,0,0,0.414912,1
0.091209,0.54463,0,0,0.414912,1
0.091209,0.521273,0,0,0.414912,1
0.086075,0.48795,0,0,0.414912,1
0.082473,0.424874,0,0,0.414912,1
0.076858,0.366706,0,0,0.414912,0
0.075808,0.320292,0,0,0.414912,0
0.075808,0.274918,0,0,0.414912,0
0.075808,0.235495,0,0,0.414912,0
0.064519,0.209759,0,0,0.414912,0
0.064519,0.20842,0,0,0.414912,0
0.064519,0.238173,0,0,0.414912,0
0.077909,0.288456,0,0,0.414912,1
0.106071,0.390658,0,0,0.414912,1
0.106011,0.502827,0,0,0.414912,1
0.056173,0.543439,0,0,0.414912,0
0.088297,0.627789,0,0,0.414912,1
0.088297,0.662005,0,0,0.414912,1
0.064519,0.651294,0,0,0.414912,0
0.088297,0.676436,0,0,0.414912,1
0.085565,0.673907,0,0,0.414912,1
0.088297,0.651294,0,0,0.414912,1
0.064519,0.614549,0,0,0.414912,0
0.088297,0.588367,0,0,0.414912,1
0.088297,0.574383,0,0,0.414912,1
0.085565,0.556977,0,0,0.414912,1
0.088297,0.539423,0,0,0.414912,1
0.056173,0.525439,0,0,0.414912,0
0.056173,0.509819,0,0,0.414912,0
0.042572,0.495537,0,0,0.414912,0
0.054612,0.483041,0,0,0.414912,0
0.056173,0.471883,0,0,0.414912,0
0.042572,0.482594,0,0,0.414912,0
0.054612,0.504463,0,0,0.414912,0
0.088297,0.559209,0,0,0.414912,1
0.064519,0.642517,0,0,0.414912,0
0.064519,0.72404,0,0,0.414912,0
0.088297,0.725974,0,0,0.414912,1
0.064519,0.703957,0,0,0.414912,0
0.056173,0.670634,0,0,0.414912,0
0.057674,0.645195,0,0,0.414912,0
0.064519,0.620649,0,0,0.414912,0
0.057674,0.603838,0,0,0.414912,0
0.064519,0.562481,0,0,0.414912,0
0.054612,0.510711,0,0,0.414912,0
0.085565,0.554002,0,0,0.414912,1
0.085565,0.558018,0,0,0.414912,1
0.064519,0.569771,0,0,0.414912,0
0.064519,0.543588,0,0,0.414912,0
0.085565,0.541803,0,0,0.414912,1
0.085565,0.506992,0,0,0.414912,1
0.078209,0.477834,0,0,0.414912,1
0.064519,0.415204,0,0,0.414912,0
0.064519,0.351532,0,0,0.414912,0
0.064519,0.303184,0,0,0.414912,0
0.064519,0.260934,0,0,0.414912,0
0.064519,0.221363,0,0,0.414912,0
0.054251,0.194585,0,0,0.414912,0
0.054612,0.179262,0,0,0.414912,0
0.056713,0.179708,0,0,0.414912,0
0.056713,0.194287,0,0,0.414912,0
0.074817,0.227016,0,0,0.414912,1
0.063378,0.267777,0,0,0.414912,0
0.082683,0.318655,0,0,0.414912,1
0.097574,0.409848,0,0,0.414912,1
0.097574,0.501041,0,0,0.414912,1
0.107542,0.562779,0,0,0.414912,1
0.119731,0.6144,0,0,0.414912,1
0.119731,0.618863,0,0,0.414912,1
0.119731,0.591491,0,0,0.414912,1
0.090939,0.555043,0,0,0.414912,1
0.090939,0.522761,0,0,0.414912,1
0.090939,0.485719,0,0,0.414912,1
0.084574,0.464296,0,0,0.414912,1
0.074817,0.442577,0,0,0.414912,1
0.059865,0.421154,0,0,0.414912,0
0.063378,0.407617,0,0,0.414912,0
0.059865,0.391253,0,0,0.414912,0
0.059865,0.379203,0,0,0.414912,0
0.075958,0.374591,0,0,0.414912,1
0.084574,0.38069,0,0,0.414912,1
0.106311,0.407022,0,0,0.414912,1
0.097574,0.471288,0,0,0.414912,1
0.108232,0.562928,0,0,0.414912,1
0.119731,0.644897,0,0,0.414912,1
0.106311,0.658286,0,0,0.414912,1
0.088717,0.637905,0,0,0.414912,1
0.080911,0.592978,0,0,0.414912,1
0.080911,0.555787,0,0,0.414912,1
0.080911,0.523951,0,0,0.414912,1
0.080911,0.504017,0,0,0.414912,1
0.063378,0.459982,0,0,0.414912,0
0.062447,0.420559,0,0,0.414912,0
0.074817,0.440345,0,0,0.414912,0
0.063378,0.437965,0,0,0.414912,0
0.063378,0.438709,0,0,0.414912,0
0.063378,0.421452,0,0,0.414912,0
0.063378,0.393782,0,0,0.414912,0
0.063378,0.342904,0,0,0.414912,0
0.054612,0.319399,0,0,0.414912,0
0.05305,0.25781,0,0,0.414912,0
0.054612,0.217346,0,0,0.414912,0
0.054612,0.184469,0,0,0.414912,0
0.05305,0.15546,0,0,0.414912,0
0.042122,0.128682,0,0,0.414912,0
0.042122,0.108004,0,0,0.414912,0
0.05305,0.105177,0,0,0.414912,0
0.042122,0.104582,0,0,0.414912,0
0.05305,0.117971,0,0,0.414912,0
0.05305,0.140137,0,0,0.414912,0
0.05305,0.161262,0,0,0.414912,0
0.054612,0.196073,0,0,0.414912,0
0.074817,0.258405,0,0,0.414912,0
0.080911,0.331449,0,0,0.414912,1
0.088838,0.391104,0,0,0.414912,1
0.087066,0.442725,0,0,0.414912,1
0.087066,0.468015,0,0,0.414912,1
0.078209,0.461024,0,0,0.414912,1
0.078209,0.444362,0,0,0.414912,1
0.080911,0.423981,0,0,0.414912,1
0.077609,0.408063,0,0,0.414912,1
0.074817,0.386938,0,0,0.414912,1
0.074817,0.368492,0,0,0.414912,1
0.059865,0.343201,0,0,0.414912,0
0.059865,0.320738,0,0,0.414912,0
0.059865,0.293068,0,0,0.414912,0
0.05305,0.295745,0,0,0.414912,0
0.054612,0.297084,0,0,0.414912,0
0.059865,0.314639,0,0,0.414912,0
0.075958,0.339334,0,0,0.414912,1
0.059865,0.403154,0,0,0.414912,0
0.074817,0.499107,0,0,0.414912,1
0.077999,0.587771,0,0,0.414912,1
0.077609,0.614698,0,0,0.414912,1
0.074817,0.602499,0,0,0.414912,1
0.077609,0.580482,0,0,0.414912,1
0.059865,0.554151,0,0,0.414912,0
0.077609,0.535109,0,0,0.414912,1
0.075958,0.51562,0,0,0.414912,1
0.077609,0.475751,0,0,0.414912,1
0.059865,0.427105,0,0,0.414912,0
0.074817,0.444362,0,0,0.414912,1
0.05305,0.429188,0,0,0.414912,0
0.059865,0.421898,0,0,0.414912,0
0.042572,0.401666,0,0,0.414912,0
0.042422,0.380542,0,0,0.414912,0
0.042422,0.334424,0,0,0.414912,0
0.042422,0.324159,0,0,0.414912,0
0.042422,0.283249,0,0,0.414912,0
0.042422,0.245909,0,0,0.414912,0
0.042422,0.212288,0,0,0.414912,0
0.042272,0.186849,0,0,0.414912,0
0.042272,0.166617,0,0,0.414912,0
0.042272,0.162303,0,0,0.414912,0
0.056173,0.166617,0,0,0.414912,0
0.057734,0.20366,0,0,0.414912,0
0.064519,0.253942,0,0,0.414912,1
0.083614,0.354805,0,0,0.414912,1
0.089798,0.458643,0,0,0.414912,1
0.056173,0.486016,0,0,0.414912,0
0.074817,0.565308,0,0,0.414912,1
0.074817,0.613657,0,0,0.414912,1
0.059235,0.627789,0,0,0.414912,0
0.074817,0.663642,0,0,0.414912,1
0.059235,0.668849,0,0,0.414912,0
0.057734,0.648319,0,0,0.414912,0
0.074817,0.626153,0,0,0.414912,1
0.11886,0.600565,0,0,0.414912,1
0.115468,0.584796,0,0,0.414912,1
0.106071,0.578697,0,0,0.414912,1
0.074817,0.567688,0,0,0.414912,1
0.064519,0.559952,0,0,0.414912,0
0.085565,0.548795,0,0,0.414912,1
0.085565,0.542249,0,0,0.414912,1
0.085565,0.539572,0,0,0.414912,1
0.089798,0.540018,0,0,0.414912,1
0.106071,0.548944,0,0,0.414912,1
0.106071,0.561738,0,0,0.414912,1
0.119731,0.632252,0,0,0.414912,1
0.134172,0.721214,0,0,0.414912,1
0.146511,0.799167,0,0,0.414912,1
0.106071,0.801547,0,0,0.414912,1
0.106071,0.772092,0,0,0.414912,1
0.089798,0.73371,0,0,0.414912,1
0.074817,0.705296,0,0,0.414912,1
0.089798,0.680006,0,0,0.414912,1
0.089798,0.651145,0,0,0.414912,1
0.064519,0.590003,0,0,0.414912,0
0.042422,0.530348,0,0,0.414912,0
0.085565,0.560399,0,0,0.414912,1
0.064519,0.553704,0,0,0.414912,0
0.064519,0.556828,0,0,0.414912,0
0.064519,0.551175,0,0,0.414912,0
0.064519,0.54091,0,0,0.414912,0
0.089798,0.517852,0,0,0.414912,1
0.085565,0.494496,0,0,0.414912,1
0.064519,0.430378,0,0,0.414912,0
0.057734,0.367896,0,0,0.414912,0
0.075958,0.321333,0,0,0.414912,0
0.064519,0.271497,0,0,0.414912,0
0.064519,0.235347,0,0,0.414912,0
0.057734,0.215263,0,0,0.414912,0
0.057734,0.205147,0,0,0.414912,0
0.074877,0.231479,0,0,0.414912,0
0.077609,0.282059,0,0,0.414912,0
0.089798,0.379054,0,0,0.414912,1
0.080911,0.473222,0,0,0.414912,0
0.056173,0.49524,0,0,0.414912,0
0.074817,0.580184,0,0,0.414912,0
0.057734,0.626302,0,0,0.414912,0
0.074817,0.644154,0,0,0.414912,0
0.074817,0.669741,0,0,0.414912,0
0.074817,0.679113,0,0,0.414912,0
0.074817,0.646683,0,0,0.414912,0
0.074817,0.591639,0,0,0.414912,0
0.057764,0.583309,0,0,0.414912,0
0.074817,0.566052,0,0,0.414912,0
0.074817,0.552514,0,0,0.414912,0
0.074817,0.529753,0,0,0.414912,0
0.057734,0.519935,0,0,0.414912,0
0.074817,0.506546,0,0,0.414912,0
0.056173,0.48914,0,0,0.414912,0
0.074817,0.485719,0,0,0.414912,0
0.057734,0.480065,0,0,0.414912,0
0.057734,0.488396,0,0,0.414912,0
0.074817,0.505951,0,0,0.414912,0
0.074817,0.569622,0,0,0.414912,0
0.078209,0.676138,0,0,0.414912,1
0.074817,0.767182,0,0,0.414912,1
0.074817,0.773579,0,0,0.414912,1
0.074817,0.751562,0,0,0.414912,1
0.074817,0.714817,0,0,0.414912,1
0.074817,0.687593,0,0,0.414912,1
0.074817,0.666915,0,0,0.414912,1
0.057734,0.638054,0,0,0.414912,0
0.057734,0.592383,0,0,0.414912,0
0.042572,0.528414,0,0,0.414912,0
0.059235,0.557721,0,0,0.414912,0
0.056173,0.558614,0,0,0.414912,0
0.057734,0.562779,0,0,0.414912,0
0.057734,0.552217,0,0,0.414912,0
0.106071,0.546117,0,0,0.414912,1
0.106071,0.524993,0,0,0.414912,1
0.080911,0.496132,0,0,0.414912,1
0.056173,0.433799,0,0,0.414912,0
0.057734,0.37593,0,0,0.414912,0
0.057734,0.325498,0,0,0.414912,0
0.054251,0.283844,0,0,0.414912,0
0.057734,0.250521,0,0,0.414912,0
0.042272,0.22776,0,0,0.414912,0
0.074877,0.217644,0,0,0.414912,1
0.042272,0.254686,0,0,0.414912,0
0.078209,0.301101,0,0,0.414912,1
0.091359,0.403154,0,0,0.414912,1
0.106131,0.50476,0,0,0.414912,1
0.042572,0.526629,0,0,0.414912,0
0.075417,0.607111,0,0,0.414912,1
0.075417,0.645939,0,0,0.414912,1
0.075417,0.663493,0,0,0.414912,1
0.092771,0.698602,0,0,0.414912,1
0.075417,0.702172,0,0,0.414912,1
0.080911,0.669444,0,0,0.414912,1
0.075417,0.634781,0,0,0.414912,1
0.075417,0.612169,0,0,0.414912,1
